pub0, topic4, 0, 1547649915528
pub0, topic1, 1, 1547649915550
pub0, topic3, 2, 1547649915551
pub0, topic4, 3, 1547649915573
pub0, topic2, 4, 1547649915576
pub0, topic6, 5, 1547649915588
pub0, topic5, 6, 1547649915596
pub0, topic5, 7, 1547649915643
pub0, topic3, 8, 1547649915666
pub0, topic0, 9, 1547649915676
pub0, topic4, 10, 1547649915680
pub0, topic6, 11, 1547649915685
pub0, topic5, 12, 1547649915697
pub0, topic2, 13, 1547649915704
pub0, topic2, 14, 1547649915707
pub0, topic2, 15, 1547649915720
pub0, topic4, 16, 1547649915755
pub0, topic3, 17, 1547649915756
pub0, topic2, 18, 1547649915779
pub0, topic6, 19, 1547649915787
pub0, topic3, 20, 1547649915796
pub0, topic2, 21, 1547649915798
pub0, topic0, 22, 1547649915807
pub0, topic4, 23, 1547649915807
pub0, topic5, 24, 1547649915825
pub0, topic1, 25, 1547649915837
pub0, topic5, 26, 1547649915838
pub0, topic3, 27, 1547649915840
pub0, topic2, 28, 1547649915869
pub0, topic2, 29, 1547649915889
pub0, topic5, 30, 1547649915929
pub0, topic0, 31, 1547649915930
pub0, topic2, 32, 1547649915940
pub0, topic4, 33, 1547649915967
pub0, topic2, 34, 1547649915987
pub0, topic0, 35, 1547649915989
pub0, topic5, 36, 1547649915997
pub0, topic2, 37, 1547649915998
pub0, topic2, 38, 1547649916016
pub0, topic5, 39, 1547649916018
pub0, topic5, 40, 1547649916027
pub0, topic0, 41, 1547649916035
pub0, topic3, 42, 1547649916037
pub0, topic0, 43, 1547649916056
pub0, topic1, 44, 1547649916057
pub0, topic4, 45, 1547649916075
pub0, topic5, 46, 1547649916078
pub0, topic4, 47, 1547649916078
pub0, topic5, 48, 1547649916078
pub0, topic1, 49, 1547649916103
pub0, topic6, 50, 1547649916104
pub0, topic0, 51, 1547649916107
pub0, topic4, 52, 1547649916114
pub0, topic5, 53, 1547649916122
pub0, topic3, 54, 1547649916131
pub0, topic0, 55, 1547649916138
pub0, topic2, 56, 1547649916166
pub0, topic3, 57, 1547649916172
pub0, topic0, 58, 1547649916177
pub0, topic1, 59, 1547649916186
pub0, topic0, 60, 1547649916218
pub0, topic6, 61, 1547649916250
pub0, topic3, 62, 1547649916257
pub0, topic2, 63, 1547649916258
pub0, topic1, 64, 1547649916282
pub0, topic0, 65, 1547649916313
pub0, topic2, 66, 1547649916316
pub0, topic5, 67, 1547649916323
pub0, topic0, 68, 1547649916329
pub0, topic6, 69, 1547649916353
pub0, topic5, 70, 1547649916388
pub0, topic5, 71, 1547649916397
pub0, topic0, 72, 1547649916397
pub0, topic2, 73, 1547649916398
pub0, topic6, 74, 1547649916409
pub0, topic4, 75, 1547649916427
pub0, topic6, 76, 1547649916455
pub0, topic0, 77, 1547649916456
pub0, topic1, 78, 1547649916469
pub0, topic5, 79, 1547649916473
pub0, topic3, 80, 1547649916477
pub0, topic2, 81, 1547649916527
pub0, topic5, 82, 1547649916528
pub0, topic4, 83, 1547649916528
pub0, topic6, 84, 1547649916530
pub0, topic4, 85, 1547649916531
pub0, topic5, 86, 1547649916537
pub0, topic1, 87, 1547649916544
pub0, topic2, 88, 1547649916566
pub0, topic0, 89, 1547649916567
pub0, topic3, 90, 1547649916571
pub0, topic1, 91, 1547649916581
pub0, topic5, 92, 1547649916587
pub0, topic5, 93, 1547649916635
pub0, topic3, 94, 1547649916641
pub0, topic4, 95, 1547649916654
pub0, topic6, 96, 1547649916656
pub0, topic4, 97, 1547649916670
pub0, topic4, 98, 1547649916686
pub0, topic6, 99, 1547649916690
pub0, topic3, 100, 1547649916734
pub0, topic3, 101, 1547649916746
pub0, topic0, 102, 1547649916747
pub0, topic5, 103, 1547649916757
pub0, topic1, 104, 1547649916782
pub0, topic5, 105, 1547649916806
pub0, topic2, 106, 1547649916916
pub0, topic6, 107, 1547649916926
pub0, topic0, 108, 1547649916926
pub0, topic2, 109, 1547649916934
pub0, topic3, 110, 1547649916997
pub0, topic2, 111, 1547649916997
pub0, topic3, 112, 1547649917016
pub0, topic6, 113, 1547649917018
pub0, topic2, 114, 1547649917048
pub0, topic3, 115, 1547649917048
pub0, topic5, 116, 1547649917072
pub0, topic1, 117, 1547649917078
pub0, topic6, 118, 1547649917092
pub0, topic3, 119, 1547649917103
pub0, topic1, 120, 1547649917110
pub0, topic2, 121, 1547649917115
pub0, topic6, 122, 1547649917130
pub0, topic3, 123, 1547649917230
pub0, topic6, 124, 1547649917245
pub0, topic1, 125, 1547649917268
pub0, topic0, 126, 1547649917278
pub0, topic0, 127, 1547649917323
pub0, topic2, 128, 1547649917336
pub0, topic3, 129, 1547649917340
pub0, topic6, 130, 1547649917370
pub0, topic3, 131, 1547649917454
pub0, topic0, 132, 1547649917454
pub0, topic3, 133, 1547649917457
pub0, topic1, 134, 1547649917460
pub0, topic3, 135, 1547649917480
pub0, topic6, 136, 1547649917495
pub0, topic6, 137, 1547649917501
pub0, topic0, 138, 1547649917577
pub0, topic1, 139, 1547649917587
pub0, topic1, 140, 1547649917587
pub0, topic3, 141, 1547649917602
pub0, topic6, 142, 1547649917607
pub0, topic5, 143, 1547649917626
pub0, topic1, 144, 1547649917641
pub0, topic6, 145, 1547649917646
pub0, topic1, 146, 1547649917656
pub0, topic4, 147, 1547649917677
pub0, topic6, 148, 1547649917685
pub0, topic3, 149, 1547649917690
pub0, topic6, 150, 1547649917701
pub0, topic3, 151, 1547649917726
pub0, topic0, 152, 1547649917728
pub0, topic3, 153, 1547649917745
pub0, topic6, 154, 1547649917784
pub0, topic6, 155, 1547649917791
pub0, topic1, 156, 1547649917826
pub0, topic0, 157, 1547649917835
pub0, topic3, 158, 1547649917842
pub0, topic6, 159, 1547649917843
pub0, topic2, 160, 1547649917859
pub0, topic5, 161, 1547649917870
pub0, topic6, 162, 1547649917878
pub0, topic1, 163, 1547649917897
pub0, topic1, 164, 1547649917924
pub0, topic1, 165, 1547649917935
pub0, topic4, 166, 1547649917955
pub0, topic2, 167, 1547649917969
pub0, topic5, 168, 1547649917969
pub0, topic0, 169, 1547649918017
pub0, topic3, 170, 1547649918027
pub0, topic1, 171, 1547649918034
