topic1, 10002, pub0, 1, 1547649915550, 1547649915627
topic3, 10003, pub0, 2, 1547649915551, 1547649915684
topic6, 10001, pub0, 5, 1547649915588, 1547649915810
topic3, 10003, pub0, 8, 1547649915666, 1547649915919
topic6, 10001, pub0, 11, 1547649915685, 1547649916008
topic3, 10003, pub0, 17, 1547649915756, 1547649916211
topic6, 10001, pub0, 19, 1547649915787, 1547649916281
topic3, 10003, pub0, 20, 1547649915796, 1547649916304
topic0, 10004, pub0, 22, 1547649915807, 1547649916356
topic1, 10002, pub0, 25, 1547649915837, 1547649916427
topic5, 10007, pub0, 26, 1547649915838, 1547649916461
topic3, 10003, pub0, 27, 1547649915840, 1547649916475
topic0, 10004, pub0, 35, 1547649915989, 1547649916751
topic3, 10003, pub0, 42, 1547649916037, 1547649916887
topic5, 10007, pub0, 46, 1547649916078, 1547649917004
topic1, 10002, pub0, 49, 1547649916103, 1547649917033
topic6, 10001, pub0, 50, 1547649916104, 1547649917070
topic0, 10004, pub0, 51, 1547649916107, 1547649917098
topic0, 10004, pub0, 55, 1547649916138, 1547649917197
topic3, 10003, pub0, 57, 1547649916172, 1547649917247
topic1, 10002, pub0, 59, 1547649916186, 1547649917288
topic0, 10004, pub0, 60, 1547649916218, 1547649917311
topic6, 10001, pub0, 61, 1547649916250, 1547649917333
topic1, 10002, pub0, 64, 1547649916282, 1547649917393
topic6, 10001, pub0, 69, 1547649916353, 1547649917474
topic0, 10004, pub0, 72, 1547649916397, 1547649917515
topic6, 10001, pub0, 74, 1547649916409, 1547649917545
topic6, 10001, pub0, 76, 1547649916455, 1547649917571
topic0, 10004, pub0, 77, 1547649916456, 1547649917582
topic6, 10001, pub0, 84, 1547649916530, 1547649917708
topic1, 10002, pub0, 87, 1547649916544, 1547649917763
topic3, 10003, pub0, 90, 1547649916571, 1547649917811
topic1, 10002, pub0, 91, 1547649916581, 1547649917855
topic5, 10007, pub0, 92, 1547649916587, 1547649917885
topic6, 10001, pub0, 96, 1547649916656, 1547649917997
topic6, 10001, pub0, 99, 1547649916690, 1547649918085
topic0, 10004, pub0, 102, 1547649916747, 1547649918163
topic6, 10001, pub0, 107, 1547649916926, 1547649918280
topic3, 10003, pub0, 110, 1547649916997, 1547649918328
topic3, 10003, pub0, 112, 1547649917016, 1547649918397
topic6, 10001, pub0, 113, 1547649917018, 1547649918421
topic3, 10003, pub0, 115, 1547649917048, 1547649918449
topic5, 10007, pub0, 116, 1547649917072, 1547649918480
topic6, 10001, pub0, 118, 1547649917092, 1547649918504
topic3, 10003, pub0, 119, 1547649917103, 1547649918514
topic1, 10002, pub0, 120, 1547649917110, 1547649918520
topic6, 10001, pub0, 122, 1547649917130, 1547649918549
topic6, 10001, pub0, 124, 1547649917245, 1547649918569
topic1, 10002, pub0, 125, 1547649917268, 1547649918577
topic0, 10004, pub0, 127, 1547649917323, 1547649918619
topic6, 10001, pub0, 130, 1547649917370, 1547649918673
topic3, 10003, pub0, 131, 1547649917454, 1547649918708
topic3, 10003, pub0, 133, 1547649917457, 1547649918774
topic1, 10002, pub0, 134, 1547649917460, 1547649918791
topic6, 10001, pub0, 136, 1547649917495, 1547649918872
topic6, 10001, pub0, 137, 1547649917501, 1547649918920
topic1, 10002, pub0, 139, 1547649917587, 1547649918968
topic1, 10002, pub0, 140, 1547649917587, 1547649919023
topic3, 10003, pub0, 141, 1547649917602, 1547649919045
topic6, 10001, pub0, 142, 1547649917607, 1547649919092
topic5, 10007, pub0, 143, 1547649917626, 1547649919121
topic6, 10001, pub0, 145, 1547649917646, 1547649919172
topic1, 10002, pub0, 146, 1547649917656, 1547649919194
topic6, 10001, pub0, 148, 1547649917685, 1547649919237
topic3, 10003, pub0, 149, 1547649917690, 1547649919262
topic6, 10001, pub0, 150, 1547649917701, 1547649919309
topic0, 10004, pub0, 152, 1547649917728, 1547649919346
topic3, 10003, pub0, 153, 1547649917745, 1547649919361
topic6, 10001, pub0, 154, 1547649917784, 1547649919401
topic6, 10001, pub0, 155, 1547649917791, 1547649919429
topic6, 10001, pub0, 159, 1547649917843, 1547649919558
topic3, 10003, pub0, 158, 1547649917842, 1547649919558
topic0, 10004, pub0, 157, 1547649917835, 1547649919559
topic1, 10002, pub0, 156, 1547649917826, 1547649919560
topic6, 10001, pub0, 162, 1547649917878, 1547649919580
topic1, 10002, pub0, 163, 1547649917897, 1547649919591
topic1, 10002, pub0, 164, 1547649917924, 1547649919604
topic3, 10003, pub0, 170, 1547649918027, 1547649919710
topic1, 10002, pub0, 174, 1547649918067, 1547649919755
topic3, 10003, pub0, 176, 1547649918081, 1547649919801
topic3, 10003, pub0, 178, 1547649918173, 1547649919832
topic6, 10001, pub0, 181, 1547649918186, 1547649919870
topic5, 10007, pub0, 182, 1547649918200, 1547649919880
topic5, 10007, pub0, 183, 1547649918207, 1547649919895
