topic3, 10005, pub0, 2, 1547649915551, 1547649915720
topic4, 10006, pub0, 3, 1547649915573, 1547649915759
topic2, 10001, pub0, 4, 1547649915576, 1547649915773
topic5, 10002, pub0, 6, 1547649915596, 1547649915839
topic5, 10002, pub0, 7, 1547649915643, 1547649915883
topic3, 10005, pub0, 8, 1547649915666, 1547649915935
topic0, 10003, pub0, 9, 1547649915676, 1547649915943
topic5, 10002, pub0, 12, 1547649915697, 1547649916024
topic2, 10001, pub0, 13, 1547649915704, 1547649916086
topic2, 10001, pub0, 14, 1547649915707, 1547649916111
topic2, 10001, pub0, 15, 1547649915720, 1547649916149
topic2, 10001, pub0, 18, 1547649915779, 1547649916243
topic2, 10001, pub0, 21, 1547649915798, 1547649916319
topic0, 10003, pub0, 22, 1547649915807, 1547649916346
topic4, 10006, pub0, 23, 1547649915807, 1547649916374
topic5, 10002, pub0, 24, 1547649915825, 1547649916387
topic1, 10004, pub0, 25, 1547649915837, 1547649916422
topic2, 10001, pub0, 28, 1547649915869, 1547649916513
topic2, 10001, pub0, 29, 1547649915889, 1547649916565
topic5, 10002, pub0, 30, 1547649915929, 1547649916600
topic2, 10001, pub0, 32, 1547649915940, 1547649916643
topic2, 10001, pub0, 34, 1547649915987, 1547649916719
topic0, 10003, pub0, 35, 1547649915989, 1547649916740
topic5, 10002, pub0, 36, 1547649915997, 1547649916765
topic2, 10001, pub0, 37, 1547649915998, 1547649916778
topic2, 10001, pub0, 38, 1547649916016, 1547649916810
topic5, 10002, pub0, 39, 1547649916018, 1547649916830
topic5, 10002, pub0, 40, 1547649916027, 1547649916847
topic0, 10003, pub0, 41, 1547649916035, 1547649916864
topic0, 10003, pub0, 43, 1547649916056, 1547649916905
topic1, 10004, pub0, 44, 1547649916057, 1547649916923
topic5, 10002, pub0, 46, 1547649916078, 1547649916992
topic5, 10002, pub0, 48, 1547649916078, 1547649917027
topic0, 10003, pub0, 51, 1547649916107, 1547649917082
topic4, 10006, pub0, 52, 1547649916114, 1547649917131
topic5, 10002, pub0, 53, 1547649916122, 1547649917141
topic3, 10005, pub0, 54, 1547649916131, 1547649917169
topic2, 10001, pub0, 56, 1547649916166, 1547649917219
topic0, 10003, pub0, 58, 1547649916177, 1547649917257
topic0, 10003, pub0, 60, 1547649916218, 1547649917305
topic2, 10001, pub0, 63, 1547649916258, 1547649917369
topic2, 10001, pub0, 66, 1547649916316, 1547649917436
topic5, 10002, pub0, 67, 1547649916323, 1547649917447
topic5, 10002, pub0, 70, 1547649916388, 1547649917481
topic5, 10002, pub0, 71, 1547649916397, 1547649917490
topic2, 10001, pub0, 73, 1547649916398, 1547649917522
topic5, 10002, pub0, 79, 1547649916473, 1547649917625
topic2, 10001, pub0, 81, 1547649916527, 1547649917658
topic5, 10002, pub0, 82, 1547649916528, 1547649917668
topic6, 10007, pub0, 84, 1547649916530, 1547649917719
topic5, 10002, pub0, 86, 1547649916537, 1547649917740
topic2, 10001, pub0, 88, 1547649916566, 1547649917778
topic0, 10003, pub0, 89, 1547649916567, 1547649917789
topic3, 10005, pub0, 90, 1547649916571, 1547649917830
topic5, 10002, pub0, 93, 1547649916635, 1547649917900
topic3, 10005, pub0, 94, 1547649916641, 1547649917952
topic4, 10006, pub0, 98, 1547649916686, 1547649918055
topic0, 10003, pub0, 102, 1547649916747, 1547649918130
topic5, 10002, pub0, 103, 1547649916757, 1547649918184
topic5, 10002, pub0, 105, 1547649916806, 1547649918225
topic2, 10001, pub0, 106, 1547649916916, 1547649918239
topic2, 10001, pub0, 109, 1547649916934, 1547649918305
topic2, 10001, pub0, 111, 1547649916997, 1547649918369
topic3, 10005, pub0, 112, 1547649917016, 1547649918411
topic2, 10001, pub0, 114, 1547649917048, 1547649918440
topic1, 10004, pub0, 117, 1547649917078, 1547649918482
topic1, 10004, pub0, 120, 1547649917110, 1547649918519
topic2, 10001, pub0, 121, 1547649917115, 1547649918530
topic1, 10004, pub0, 125, 1547649917268, 1547649918571
topic0, 10003, pub0, 126, 1547649917278, 1547649918595
topic2, 10001, pub0, 128, 1547649917336, 1547649918677
topic0, 10003, pub0, 127, 1547649917323, 1547649918677
topic6, 10007, pub0, 130, 1547649917370, 1547649918690
topic3, 10005, pub0, 131, 1547649917454, 1547649918722
topic1, 10004, pub0, 140, 1547649917587, 1547649919002
topic6, 10007, pub0, 142, 1547649917607, 1547649919096
topic5, 10002, pub0, 143, 1547649917626, 1547649919108
topic1, 10004, pub0, 144, 1547649917641, 1547649919124
topic1, 10004, pub0, 146, 1547649917656, 1547649919193
topic3, 10005, pub0, 151, 1547649917726, 1547649919337
topic2, 10001, pub0, 160, 1547649917859, 1547649919535
topic5, 10002, pub0, 161, 1547649917870, 1547649919554
topic1, 10004, pub0, 163, 1547649917897, 1547649919586
topic2, 10001, pub0, 167, 1547649917969, 1547649919665
topic5, 10002, pub0, 168, 1547649917969, 1547649919680
topic0, 10003, pub0, 169, 1547649918017, 1547649919693
topic1, 10004, pub0, 171, 1547649918034, 1547649919718
topic5, 10002, pub0, 173, 1547649918039, 1547649919737
topic1, 10004, pub0, 174, 1547649918067, 1547649919753
topic5, 10002, pub0, 177, 1547649918114, 1547649919813
topic2, 10001, pub0, 179, 1547649918174, 1547649919844
topic5, 10002, pub0, 182, 1547649918200, 1547649919875
topic5, 10002, pub0, 183, 1547649918207, 1547649919889
topic5, 10002, pub0, 184, 1547649918244, 1547649919902
topic2, 10001, pub0, 185, 1547649918259, 1547649919922
topic2, 10001, pub0, 186, 1547649918277, 1547649919932
topic2, 10001, pub0, 191, 1547649918330, 1547649920021
topic2, 10001, pub0, 196, 1547649918389, 1547649920068
topic2, 10001, pub0, 199, 1547649918416, 1547649920107
topic2, 10001, pub0, 201, 1547649918444, 1547649920130
topic4, 10006, pub0, 202, 1547649918452, 1547649920141
topic5, 10002, pub0, 203, 1547649918466, 1547649920147
topic0, 10003, pub0, 204, 1547649918476, 1547649920156
topic0, 10003, pub0, 206, 1547649918487, 1547649920174
topic2, 10001, pub0, 209, 1547649918566, 1547649920192
topic2, 10001, pub0, 210, 1547649918592, 1547649920200
topic2, 10001, pub0, 215, 1547649918656, 1547649920234
topic2, 10001, pub0, 217, 1547649918726, 1547649920245
topic2, 10001, pub0, 219, 1547649918734, 1547649920252
topic5, 10002, pub0, 220, 1547649918760, 1547649920289
topic4, 10006, pub0, 213, 1547649918623, 1547649920308
topic5, 10002, pub0, 225, 1547649918811, 1547649920350
topic5, 10002, pub0, 226, 1547649918816, 1547649920355
topic1, 10004, pub0, 216, 1547649918707, 1547649920370
topic5, 10002, pub0, 237, 1547649918957, 1547649920447
topic2, 10001, pub0, 244, 1547649919087, 1547649920503
topic4, 10006, pub0, 235, 1547649918950, 1547649920508
topic0, 10003, pub0, 231, 1547649918921, 1547649920530
