topic1, 10002, pub0, 1, 1547649915550, 1547649915635
topic3, 10005, pub0, 2, 1547649915551, 1547649915701
topic4, 10003, pub0, 3, 1547649915573, 1547649915744
topic2, 10001, pub0, 4, 1547649915576, 1547649915791
topic5, 10004, pub0, 6, 1547649915596, 1547649915857
topic5, 10004, pub0, 7, 1547649915643, 1547649915892
topic3, 10005, pub0, 8, 1547649915666, 1547649915928
topic0, 10006, pub0, 9, 1547649915676, 1547649915950
topic2, 10001, pub0, 13, 1547649915704, 1547649916091
topic2, 10001, pub0, 14, 1547649915707, 1547649916121
topic2, 10001, pub0, 15, 1547649915720, 1547649916161
topic4, 10003, pub0, 16, 1547649915755, 1547649916193
topic3, 10005, pub0, 17, 1547649915756, 1547649916214
topic2, 10001, pub0, 18, 1547649915779, 1547649916254
topic6, 10007, pub0, 19, 1547649915787, 1547649916283
topic2, 10001, pub0, 21, 1547649915798, 1547649916329
topic1, 10002, pub0, 25, 1547649915837, 1547649916442
topic5, 10004, pub0, 26, 1547649915838, 1547649916460
topic2, 10001, pub0, 28, 1547649915869, 1547649916531
topic2, 10001, pub0, 29, 1547649915889, 1547649916576
topic2, 10001, pub0, 32, 1547649915940, 1547649916654
topic4, 10003, pub0, 33, 1547649915967, 1547649916710
topic2, 10001, pub0, 34, 1547649915987, 1547649916727
topic2, 10001, pub0, 37, 1547649915998, 1547649916781
topic2, 10001, pub0, 38, 1547649916016, 1547649916814
topic5, 10004, pub0, 39, 1547649916018, 1547649916839
topic0, 10006, pub0, 41, 1547649916035, 1547649916877
topic3, 10005, pub0, 42, 1547649916037, 1547649916891
topic0, 10006, pub0, 43, 1547649916056, 1547649916911
topic1, 10002, pub0, 44, 1547649916057, 1547649916953
topic1, 10002, pub0, 49, 1547649916103, 1547649917043
topic2, 10001, pub0, 56, 1547649916166, 1547649917227
topic1, 10002, pub0, 59, 1547649916186, 1547649917297
topic3, 10005, pub0, 62, 1547649916257, 1547649917355
topic2, 10001, pub0, 63, 1547649916258, 1547649917376
topic1, 10002, pub0, 64, 1547649916282, 1547649917395
topic0, 10006, pub0, 65, 1547649916313, 1547649917422
topic2, 10001, pub0, 66, 1547649916316, 1547649917440
topic5, 10004, pub0, 67, 1547649916323, 1547649917455
topic0, 10006, pub0, 68, 1547649916329, 1547649917460
topic5, 10004, pub0, 71, 1547649916397, 1547649917492
topic2, 10001, pub0, 73, 1547649916398, 1547649917532
topic6, 10007, pub0, 74, 1547649916409, 1547649917546
topic4, 10003, pub0, 75, 1547649916427, 1547649917558
topic1, 10002, pub0, 78, 1547649916469, 1547649917610
topic2, 10001, pub0, 81, 1547649916527, 1547649917660
topic5, 10004, pub0, 82, 1547649916528, 1547649917670
topic4, 10003, pub0, 83, 1547649916528, 1547649917692
topic1, 10002, pub0, 87, 1547649916544, 1547649917767
topic2, 10001, pub0, 88, 1547649916566, 1547649917781
topic3, 10005, pub0, 90, 1547649916571, 1547649917819
topic1, 10002, pub0, 91, 1547649916581, 1547649917863
topic5, 10004, pub0, 92, 1547649916587, 1547649917885
topic4, 10003, pub0, 97, 1547649916670, 1547649918025
topic3, 10005, pub0, 100, 1547649916734, 1547649918100
topic5, 10004, pub0, 103, 1547649916757, 1547649918186
topic5, 10004, pub0, 105, 1547649916806, 1547649918231
topic2, 10001, pub0, 106, 1547649916916, 1547649918255
topic2, 10001, pub0, 109, 1547649916934, 1547649918309
topic2, 10001, pub0, 111, 1547649916997, 1547649918373
topic3, 10005, pub0, 112, 1547649917016, 1547649918400
topic2, 10001, pub0, 114, 1547649917048, 1547649918442
topic3, 10005, pub0, 115, 1547649917048, 1547649918455
topic1, 10002, pub0, 117, 1547649917078, 1547649918490
topic1, 10002, pub0, 120, 1547649917110, 1547649918523
topic2, 10001, pub0, 121, 1547649917115, 1547649918534
topic3, 10005, pub0, 123, 1547649917230, 1547649918561
topic1, 10002, pub0, 125, 1547649917268, 1547649918580
topic2, 10001, pub0, 128, 1547649917336, 1547649918637
topic3, 10005, pub0, 131, 1547649917454, 1547649918718
topic0, 10006, pub0, 132, 1547649917454, 1547649918729
topic1, 10002, pub0, 134, 1547649917460, 1547649918798
topic3, 10005, pub0, 135, 1547649917480, 1547649918826
topic1, 10002, pub0, 139, 1547649917587, 1547649918990
topic1, 10002, pub0, 140, 1547649917587, 1547649919025
topic5, 10004, pub0, 143, 1547649917626, 1547649919119
topic3, 10005, pub0, 141, 1547649917602, 1547649919159
topic1, 10002, pub0, 146, 1547649917656, 1547649919198
topic4, 10003, pub0, 147, 1547649917677, 1547649919222
topic3, 10005, pub0, 149, 1547649917690, 1547649919271
topic6, 10007, pub0, 150, 1547649917701, 1547649919310
topic6, 10007, pub0, 159, 1547649917843, 1547649919522
topic2, 10001, pub0, 160, 1547649917859, 1547649919539
topic6, 10007, pub0, 162, 1547649917878, 1547649919583
topic1, 10002, pub0, 163, 1547649917897, 1547649919596
topic1, 10002, pub0, 164, 1547649917924, 1547649919611
topic2, 10001, pub0, 167, 1547649917969, 1547649919669
topic5, 10004, pub0, 168, 1547649917969, 1547649919688
topic1, 10002, pub0, 171, 1547649918034, 1547649919720
topic1, 10002, pub0, 172, 1547649918038, 1547649919724
topic5, 10004, pub0, 173, 1547649918039, 1547649919744
topic1, 10002, pub0, 174, 1547649918067, 1547649919761
topic3, 10005, pub0, 176, 1547649918081, 1547649919806
topic3, 10005, pub0, 178, 1547649918173, 1547649919838
topic2, 10001, pub0, 179, 1547649918174, 1547649919846
topic4, 10003, pub0, 180, 1547649918176, 1547649919860
topic2, 10001, pub0, 185, 1547649918259, 1547649919923
topic2, 10001, pub0, 186, 1547649918277, 1547649919933
topic1, 10002, pub0, 189, 1547649918313, 1547649920004
topic2, 10001, pub0, 191, 1547649918330, 1547649920027
topic4, 10003, pub0, 193, 1547649918362, 1547649920043
topic2, 10001, pub0, 196, 1547649918389, 1547649920073
topic4, 10003, pub0, 198, 1547649918408, 1547649920092
topic2, 10001, pub0, 199, 1547649918416, 1547649920111
topic4, 10003, pub0, 200, 1547649918416, 1547649920125
topic2, 10001, pub0, 201, 1547649918444, 1547649920131
topic5, 10004, pub0, 203, 1547649918466, 1547649920148
topic2, 10001, pub0, 209, 1547649918566, 1547649920195
topic1, 10002, pub0, 208, 1547649918552, 1547649920196
topic2, 10001, pub0, 210, 1547649918592, 1547649920203
topic3, 10005, pub0, 211, 1547649918603, 1547649920226
topic2, 10001, pub0, 215, 1547649918656, 1547649920236
topic2, 10001, pub0, 217, 1547649918726, 1547649920249
topic2, 10001, pub0, 219, 1547649918734, 1547649920261
topic6, 10007, pub0, 214, 1547649918646, 1547649920277
topic6, 10007, pub0, 230, 1547649918901, 1547649920477
topic5, 10004, pub0, 220, 1547649918760, 1547649920505
topic2, 10001, pub0, 244, 1547649919087, 1547649920507
topic1, 10002, pub0, 245, 1547649919100, 1547649920520
topic2, 10001, pub0, 248, 1547649919147, 1547649920544
topic4, 10003, pub0, 233, 1547649918930, 1547649920573
topic4, 10003, pub0, 235, 1547649918950, 1547649920579
topic6, 10007, pub0, 234, 1547649918935, 1547649920612
topic0, 10006, pub0, 242, 1547649919043, 1547649920641
topic4, 10003, pub0, 251, 1547649919208, 1547649920646
topic5, 10004, pub0, 225, 1547649918811, 1547649920662
topic2, 10001, pub0, 256, 1547649919297, 1547649920674
topic5, 10004, pub0, 237, 1547649918957, 1547649920682
topic2, 10001, pub0, 261, 1547649919358, 1547649920723
topic2, 10001, pub0, 262, 1547649919376, 1547649920729
topic1, 10002, pub0, 258, 1547649919307, 1547649920730
topic1, 10002, pub0, 264, 1547649919395, 1547649920766
topic4, 10003, pub0, 266, 1547649919408, 1547649920818
topic2, 10001, pub0, 270, 1547649919479, 1547649920835
topic1, 10002, pub0, 271, 1547649919497, 1547649920849
topic2, 10001, pub0, 273, 1547649919540, 1547649920866
topic2, 10001, pub0, 274, 1547649919550, 1547649920887
topic2, 10001, pub0, 276, 1547649919631, 1547649920907
topic0, 10006, pub0, 250, 1547649919169, 1547649920908
topic5, 10004, pub0, 255, 1547649919286, 1547649920934
topic5, 10004, pub0, 277, 1547649919633, 1547649920987
topic5, 10004, pub0, 282, 1547649919690, 1547649921047
topic3, 10005, pub0, 254, 1547649919269, 1547649921057
topic2, 10001, pub0, 283, 1547649919709, 1547649921085
topic4, 10003, pub0, 287, 1547649919809, 1547649921135
topic1, 10002, pub0, 293, 1547649919897, 1547649921186
topic5, 10004, pub0, 291, 1547649919882, 1547649921216
topic3, 10005, pub0, 269, 1547649919477, 1547649921226
topic4, 10003, pub0, 296, 1547649919974, 1547649921249
topic3, 10005, pub0, 278, 1547649919634, 1547649921263
topic3, 10005, pub0, 280, 1547649919666, 1547649921274
topic3, 10005, pub0, 285, 1547649919716, 1547649921286
topic0, 10006, pub0, 263, 1547649919385, 1547649921307
topic3, 10005, pub0, 292, 1547649919897, 1547649921320
topic2, 10001, pub0, 300, 1547649920019, 1547649921326
topic6, 10007, pub0, 259, 1547649919326, 1547649921341
topic2, 10001, pub0, 303, 1547649920150, 1547649921347
topic2, 10001, pub0, 305, 1547649920177, 1547649921358
topic0, 10006, pub0, 267, 1547649919429, 1547649921376
topic2, 10001, pub0, 307, 1547649920185, 1547649921384
topic4, 10003, pub0, 304, 1547649920167, 1547649921398
topic1, 10002, pub0, 310, 1547649920265, 1547649921412
topic3, 10005, pub0, 295, 1547649919944, 1547649921427
topic5, 10004, pub0, 301, 1547649920071, 1547649921442
topic2, 10001, pub0, 313, 1547649920292, 1547649921447
topic2, 10001, pub0, 315, 1547649920299, 1547649921466
topic6, 10007, pub0, 268, 1547649919461, 1547649921474
topic2, 10001, pub0, 318, 1547649920347, 1547649921489
topic1, 10002, pub0, 316, 1547649920327, 1547649921496
topic2, 10001, pub0, 319, 1547649920376, 1547649921526
topic3, 10005, pub0, 299, 1547649920000, 1547649921559
topic2, 10001, pub0, 324, 1547649920528, 1547649921568
topic5, 10004, pub0, 328, 1547649920607, 1547649921661
topic5, 10004, pub0, 330, 1547649920630, 1547649921667
topic3, 10005, pub0, 314, 1547649920294, 1547649921692
topic1, 10002, pub0, 335, 1547649920704, 1547649921739
topic5, 10004, pub0, 336, 1547649920767, 1547649921770
topic1, 10002, pub0, 337, 1547649920771, 1547649921772
topic4, 10003, pub0, 339, 1547649920781, 1547649921810
topic4, 10003, pub0, 345, 1547649920847, 1547649921870
topic2, 10001, pub0, 348, 1547649920950, 1547649921885
topic2, 10001, pub0, 350, 1547649920992, 1547649921898
topic2, 10001, pub0, 353, 1547649921029, 1547649921926
topic4, 10003, pub0, 352, 1547649921019, 1547649921940
topic5, 10004, pub0, 342, 1547649920808, 1547649921956
topic0, 10006, pub0, 290, 1547649919868, 1547649921975
topic1, 10002, pub0, 357, 1547649921111, 1547649921986
topic2, 10001, pub0, 366, 1547649921273, 1547649922053
topic1, 10002, pub0, 361, 1547649921126, 1547649922063
topic2, 10001, pub0, 369, 1547649921283, 1547649922078
topic2, 10001, pub0, 379, 1547649921426, 1547649922139
topic4, 10003, pub0, 362, 1547649921136, 1547649922154
topic1, 10002, pub0, 386, 1547649921567, 1547649922219
topic2, 10001, pub0, 388, 1547649921627, 1547649922243
topic4, 10003, pub0, 368, 1547649921283, 1547649922250
topic4, 10003, pub0, 374, 1547649921356, 1547649922259
